title,price,href,address,content,owner,specialist

"3-комнатная квартира, 130 м², 8/21 эт. помесячно","
                                                                        600 000 ₸
",/a/show/47847255,"
                            Бостандыкский р-н, проспект Аль-Фараби 21/5 — Каратаева
                        ","
                    жил. комплекс AFD Plaza, монолитный дом, 2015 г.п., состояние: евроремонт, санузел 2 с/у и более, телефон: отдельный, интернет через TV кабель, полностью меблирована, чистая, телевизор, вся бытовая техника, уютная, холодильник, стиральная машина-автомат
                ",0,1

"3-комнатная квартира, 130 м², 10/21 эт. помесячно","
                                                                        500 000 ₸
",/a/show/47743638,"
                            проспект Аль-Фараби 21/5 — Желтоксан
                        ","
                    жил. комплекс AFD Plaza, монолитный дом, 2014 г.п., состояние: евроремонт, потолки 3м., санузел 2 с/у и более, телефон: отдельный, интернет оптика, полностью меблирована, чистая, уютная, холодильник, стиральная машина-автомат, кабельное ТВ, + квартплата, на длительный срок, телевизор, вся бытова…
                ",0,1

"3-комнатная квартира, 62 м², 3/5 эт. помесячно","
                                                                        120 000 ₸
",/a/show/52152577,"
                            Алмалинский р-н, Радостовца 7 — Толеби
                        ","
                    панельный дом, 1978 г.п., состояние: хорошее, санузел раздельный, полностью меблирована
                ",0,1

"3-комнатная квартира, 52 м², 3/5 эт. помесячно","
                                                                        125 000 ₸
",/a/show/52152503,"
                            Бостандыкский р-н, мкр Орбита-4 8
                        ","
                    панельный дом, 1991 г.п., состояние: евроремонт, телефон: отдельный, интернет ADSL, полностью меблирована, чистая, уютная, холодильник, стиральная машина-автомат, кабельное ТВ, телевизор, вся бытовая техника
                ",0,1

"1-комнатная квартира, 36.6 м², 9/12 эт. помесячно","
                                                                        100 000 ₸
",/a/show/52100513,"
                            Алатауский р-н, Мкр акбулак ул 1 9
                        ","
                    жил. комплекс Алмалы, монолитный дом, 2018 г.п., состояние: евроремонт, санузел совмещенный, интернет ADSL, полностью меблирована, Ищем платёжеспособных, чистоплотных людей, квартира в новом доме, сдаётся впервые, год жили сами, все новое, депозит 30 000тг, в будущем, если с вашей стороны все…
                ",1,0

"3-комнатная квартира, 120 м², 5/7 эт. помесячно","
                                                                        190 000 ₸
",/a/show/52152367,"
                            Бостандыкский р-н, Абдуллина 56
                        ","
                    монолитный дом, 2002 г.п., состояние: евроремонт, телефон: отдельный, интернет ADSL, полностью меблирована, чистая, уютная, холодильник, стиральная машина-автомат, кабельное ТВ, телевизор, вся бытовая техника
                ",0,1

"1-комнатная квартира, 40 м², 2/9 эт. помесячно","
                                                                        110 000 ₸
",/a/show/52152309,"
                            Медеуский р-н, мкр Самал-3 — - Хаджи Мукана
                        ","
                    панельный дом, 1990 г.п., состояние: евроремонт, жил. площадь 20 кв.м., кухня 10 кв.м., потолки 2.8м., санузел совмещенный, телефон: отдельный, интернет оптика, полностью меблирована, чистая, уютная, холодильник, стиральная машина-автомат, кабельное ТВ, + квартплата, на длительный срок, вся быто…
                ",0,1

"4-комнатная квартира, 167 м², 6/7 эт. помесячно","
                                                                        420 000 ₸
",/a/show/51923181,"
                            Медеуский р-н, проспект Назарбаева 301 — Кажымукана
                        ","
                    жил. комплекс Ренессанс, монолитный дом, 2007 г.п., состояние: евроремонт, санузел 2 с/у и более, телефон: отдельный, интернет оптика, полностью меблирована, + квартплата, Вид на горы. паркинг, 3 с/у, 3 спальни. Охрана. красивая территория, озеро с лебедями, фитнесс клуб
                ",0,1

"1-комнатная квартира, 15.5 м², 3/5 эт. помесячно","
                                                                        35 000 ₸
",/a/show/51983259,"
                            Наурызбайский р-н, Ашимова
                        ","
                    панельный дом, 1980 г.п., состояние: хорошее, Пластиковые окна, неугловая, новая сантехника, кладовка, тихий двор, чистая, уютная, кабельное ТВ, на длительный срок. Сдам 1 комнату в прив. общежитии, прошу обратить внимание туалет на 2 хозяйна, душ и мойка тоже, балкона нет, комната просторная, чист…
                ",0,1

"2-комнатная квартира, 48 м², 1/4 эт. помесячно","
                                                                        85 000 ₸
",/a/show/52152177,"
                            Турксибский р-н, Спасская 65 — Бекмаханова
                        ","
                    кирпичный дом, 1974 г.п., состояние: хорошее, санузел совмещенный, телефон: есть возможность подключения, интернет ADSL, полностью меблирована, чистая, холодильник, стиральная машина-автомат, кабельное ТВ, на длительный срок, телевизор, вся бытовая техника, Квартира сдаётся на длительный срок! в…
                ",0,1

"2-комнатная квартира, 47 м², 3/4 эт. помесячно","
                                                                        130 000 ₸
",/a/show/52152047,"
                            Медеуский р-н, проспект Абая — Валиханова
                        ","
                    кирпичный дом, 1989 г.п., состояние: хорошее, санузел совмещенный, телефон: отдельный, интернет ADSL, полностью меблирована, чистая, уютная, вся бытовая техника, Срочно
                ",0,1

"3-комнатная квартира, 78 м², 3/9 эт. помесячно","
                                                                        150 000 ₸
",/a/show/52017232,"
                            Бостандыкский р-н, Ауэзова — Бухар жырау
                        ","
                    кирпичный дом, 2002 г.п., состояние: хорошее, санузел раздельный, интернет ADSL, полностью меблирована, чистая, кабельное ТВ
                ",0,1

"1-комнатная квартира, 37 м², 1/1 эт. помесячно","
                                                                        55 000 ₸
",/a/show/52151923,"
                            Медеуский р-н, Карбышева — Демченко
                        ","
                    кирпичный дом, 1998 г.п., состояние: хорошее, санузел совмещенный, телефон: отдельный, интернет ADSL, полностью меблирована, чистая, уютная, Срочно
                ",0,1

"2-комнатная квартира, 54 м², 8/9 эт. помесячно","
                                                                        130 000 ₸
",/a/show/52151845,"
                            Медеуский р-н, проспект Достык — Кирова
                        ","
                    кирпичный дом, 1989 г.п., состояние: хорошее, санузел раздельный, телефон: отдельный, интернет ADSL, полностью меблирована, чистая, уютная, вся бытовая техника, Срочно
                ",0,1

"3-комнатная квартира, 87 м², 3/5 эт. помесячно","
                                                                        130 000 ₸
",/a/show/52151371,"
                            Алмалинский р-н, Нурмакова 92
                        ","
                    панельный дом, 1989 г.п., состояние: евроремонт, телефон: отдельный, интернет ADSL, полностью меблирована, чистая, уютная, холодильник, стиральная машина-автомат, кабельное ТВ, телевизор, вся бытовая техника
                ",0,1

"5-комнатная квартира, 285 м², 3/4 эт. помесячно","
                                                                        690 000 ₸
",/a/show/50973053,"
                            Бостандыкский р-н, Садыкова 58 — Аскарова
                        ","
                    жил. комплекс Долина роз, монолитный дом, 2006 г.п., состояние: евроремонт, санузел 2 с/у и более, телефон: отдельный, интернет оптика, полностью меблирована
                ",0,1

"5-комнатная квартира, 250 м², 5/6 эт. помесячно","
                                                                        900 000 ₸
",/a/show/51918907,"
                            Бостандыкский р-н, Экспериментальная 17 — Аль Фараби
                        ","
                    жил. комплекс Ботанический Cад, монолитный дом, 2005 г.п., состояние: евроремонт, санузел 2 с/у и более, телефон: отдельный, интернет оптика, полностью меблирована, Сдаётся пенхаус в ж/к Ботанический сад, 4 спальни, вид на горы
                ",0,1

"4-комнатная квартира, 200 м², 4 эт. помесячно","
                                                                        450 000 ₸
",/a/show/51798775,"
                            Бостандыкский р-н, Сатпаева 9б — Сейфулина
                        ","
                    жил. комплекс Алтын Заман, монолитный дом, 2005 г.п., состояние: евроремонт, санузел 2 с/у и более, телефон: отдельный, интернет оптика, полностью меблирована
                ",0,1

"5-комнатная квартира, 250 м², 5 эт. помесячно","
                                                                        500 000 ₸
",/a/show/51934851,"
                            Медеуский р-н, Достык 114 — Сатпаева
                        ","
                    жил. комплекс КУАT на Достык - Сатпаева, монолитный дом, 2005 г.п., состояние: евроремонт, санузел 2 с/у и более, телефон: отдельный, интернет оптика, полностью меблирована, 4 спальни, евроремонт, дорогая мебель, сдаётся в первые
                ",0,1

"4-комнатная квартира, 180 м², 4/7 эт. помесячно","
                                                                        800 000 ₸
",/a/show/49532492,"
                            Медеуский р-н, Назарбаева 301 — Хаджи Мукана
                        ","
                    жил. комплекс Ренессанс, монолитный дом, 2008 г.п., состояние: евроремонт, санузел 2 с/у и более, телефон: отдельный, интернет оптика, полностью меблирована, на длительный срок, + квартплата, Сдаётся квартира с дорогим ремонтом, итальянская мебель, 3 полноценные спальни, вид на горы
                ",0,1

"3-комнатная квартира, 165 м² помесячно","
                                                                        380 000 ₸
",/a/show/24152277,"
                            Бостандыкский р-н, Ходжанова 81 — Аль фараби
                        ","
                    жил. комплекс Алтын Орда, 2012 г.п., состояние: евроремонт, санузел 2 с/у и более, телефон: отдельный, полностью меблирована
                ",0,1

"4-комнатная квартира, 200 м², 1/4 эт. помесячно","
                                                                        550 000 ₸
",/a/show/51488036,"
                            Бостандыкский р-н, Садыкова 61 — Аскарова
                        ","
                    жил. комплекс Долина роз, монолитный дом, 2010 г.п., состояние: евроремонт, санузел 2 с/у и более, телефон: отдельный, интернет оптика, полностью меблирована
                ",0,1

"4-комнатная квартира, 115 м², 3/5 эт. помесячно","
                                                                        300 000 ₸
",/a/show/49942082,"
                            Медеуский р-н, Валиханова 117 — Жамбыла
                        ","
                    кирпичный дом, 1990 г.п., состояние: хорошее, санузел 2 с/у и более, телефон: отдельный, интернет оптика, полностью меблирована, на длительный срок, телевизор, вся бытовая техника, оплата поквартально, + квартплата, семейным, Совминовский дом, тихий двор, чистая, уютная, 3 спальни
                ",0,1

"2-комнатная квартира, 54 м², 2/5 эт. помесячно","
                                                                        130 000 ₸
",/a/show/52151763,"
                            Алмалинский р-н, Наурызбай Батыра — Советская
                        ","
                    кирпичный дом, 1989 г.п., состояние: хорошее, санузел раздельный, телефон: отдельный, интернет ADSL, полностью меблирована, чистая, уютная, вся бытовая техника, Срочно
                ",0,1

"2-комнатная квартира, 50 м², 10/12 эт. помесячно","
                                                                        100 000 ₸
",/a/show/52151744,"
                            Ауэзовский р-н, мкр Жетысу-3 — Абая
                        ","
                    монолитный дом, 2014 г.п., состояние: хорошее, санузел совмещенный, телефон: отдельный, полностью меблирована, чистая, уютная, холодильник, стиральная машина-автомат, + квартплата, семейным, на длительный срок, телевизор
                ",0,1

"3-комнатная квартира, 85 м², 6/7 эт. помесячно","
                                                                        230 000 ₸
",/a/show/51818575,"
                            Медеуский р-н, Гоголя 23 — Барибаева
                        ","
                    жил. комплекс КУАТ на Барибаева - Гоголя, кирпичный дом, 2000 г.п., состояние: хорошее, санузел раздельный, телефон: отдельный, интернет через TV кабель, полностью меблирована, чистая, уютная, кабельное ТВ, + квартплата, вся бытовая техника, Золотой квадрат города с развитой инфраструктурой, рядо…
                ",0,1

"3-комнатная квартира, 150 м², 3/12 эт. помесячно","
                                                                        300 000 ₸
",/a/show/52003279,"
                            Бостандыкский р-н, мкр Керемет 5к12
                        ","
                    жил. комплекс Керемет, монолитный дом, 2006 г.п., состояние: хорошее, санузел 2 с/у и более, телефон: отдельный, интернет через TV кабель, полностью меблирована, чистая, уютная, кабельное ТВ, + квартплата, вся бытовая техника, Интересный квадрат города с развитой инфраструктурой, рядом школы, дет…
                ",0,1

"1-комнатная квартира, 40 м², 6/9 эт. помесячно","
                                                                        80 000 ₸
",/a/show/51816823,"
                            Наурызбайский р-н, мкр Шугыла
                        ","
                    монолитный дом, 2019 г.п., состояние: хорошее, жил. площадь 18 кв.м., кухня 12 кв.м., потолки 2.2м., санузел совмещенный, пустая, чистая, семейным, на длительный срок, В шаговой доступности: Акимат, ЦОН, Школа, Поликлиника Сдается в долгую, желательно семейным парам. Квартира новая, может…
                ",1,0

"3-комнатная квартира, 75 м², 7/9 эт. помесячно","
                                                                        150 000 ₸
",/a/show/20716719,"
                            Медеуский р-н, Достык 268 — Клочкова
                        ","
                    панельный дом, 1986 г.п., состояние: хорошее, санузел раздельный, телефон: отдельный, интернет через TV кабель, полностью меблирована, кабельное ТВ, + квартплата, вся бытовая техника, После ремонта
                ",0,1

"6-комнатная квартира, 450 м² помесячно","
                                                                        1 000 000 ₸
",/a/show/25771558,"
                            Медеуский р-н, Мендыкулова 24 — Аль-Фараби
                        ","
                    жил. комплекс Новый мир (КГ), кирпичный дом, 2009 г.п., состояние: евроремонт, санузел 2 с/у и более, телефон: отдельный, интернет оптика, полностью меблирована, чистая, уютная, кабельное ТВ, на длительный срок, вся бытовая техника, Сдается в аренду 4-х уровневый уютный таунхаус. Сауна, 3 спальн…
                ",0,1

"4-комнатная квартира, 192 м², 1/6 эт. помесячно","
                                                                        550 000 ₸
",/a/show/51489533,"
                            Бостандыкский р-н, Сыргабекова 26
                        ","
                    жил. комплекс Байсал, монолитный дом, 2009 г.п., состояние: евроремонт, санузел 2 с/у и более, телефон: отдельный, интернет ADSL, полностью меблирована, чистая, уютная, холодильник, стиральная машина-автомат, кабельное ТВ, + квартплата, семейным, на длительный срок, телевизор, вся бытовая техника…
                ",0,1

"3-комнатная квартира, 115 м², 16/25 эт. помесячно","
                                                                        300 000 ₸
",/a/show/52151154,"
                            Бостандыкский р-н, Каблукова — Торайгырова
                        ","
                    жил. комплекс Mega Tower Almaty, монолитный дом, 2014 г.п., состояние: евроремонт, потолки 3м., санузел 2 с/у и более, телефон: есть возможность подключения, интернет ADSL, полностью меблирована, чистая, уютная, холодильник, стиральная машина-автомат, кабельное ТВ, + квартплата, телевизор, вс…
                ",0,1

"3-комнатная квартира, 120 м², 2/4 эт. помесячно","
                                                                        430 000 ₸
",/a/show/52150774,"
                            Бостандыкский р-н, мкр Казахфильм, Мади 1/1
                        ","
                    жил. комплекс Наурыз, монолитный дом, 2014 г.п., состояние: хорошее, Расположен экологически чистом районе, чистый воздух, великолепный вид из окна, после ремонта с выдержанным дизайном(витражные окна, паркет, обои (Италия), 2 санузла, гардеробная), полностью упакована (все гарнитуры в отличн. сост…
                ",0,1

"2-комнатная квартира, 62 м², 6/9 эт. помесячно","
                                                                        80 000 ₸
",/a/show/52151096,"
                            Алатауский р-н, мкр Акбулак 123
                        ","
                    монолитный дом, 2011 г.п., состояние: среднее, жил. площадь 38 кв.м., кухня 12 кв.м., санузел раздельный, частично меблирована, + квартплата, на длительный срок, Без бытовой техники, есть только кухонный гарнитур, диван, шкафы в зале
                ",0,1

"1-комнатная квартира, 38 м², 5/5 эт. помесячно","
                                                                        90 000 ₸
",/a/show/51134615,"
                            Бостандыкский р-н, мкр Коктем-3, Байзакова 298 — Сатпаева
                        ","
                    кирпичный дом, 1980 г.п., состояние: хорошее, санузел совмещенный, полностью меблирована, чистая, уютная, холодильник, стиральная машина-автомат, телевизор, вся бытовая техника
                ",0,1

"2-комнатная квартира, 50 м², 2/3 эт. помесячно","
                                                                        130 000 ₸
",/a/show/52150688,"
                            Бостандыкский р-н, Ауэзова 134 — Габдуллина    манас
                        ","
                    1989 г.п., состояние: хорошее, санузел совмещенный, телефон: отдельный, полностью меблирована, чистая, уютная, холодильник, стиральная машина-автомат, оплата поквартально, + квартплата, на длительный срок, телевизор, вся бытовая техника, Срочно сдам 2 ком кв в районе Атакент. кан тел без посредников
                ",1,0

"4-комнатная квартира, 180 м², 2/16 эт. помесячно","
                                                                        650 000 ₸
",/a/show/51607281,"
                            Бостандыкский р-н, проспект Аль-Фараби 21 — Желтоксан
                        ","
                    жил. комплекс AFD Plaza, монолитный дом, 2014 г.п., состояние: евроремонт, телефон: отдельный, интернет оптика, полностью меблирована, чистая, уютная, холодильник, стиральная машина-автомат, кабельное ТВ, + квартплата, на длительный срок, телевизор, вся бытовая техника, 2 парковочных места
                ",0,1

"3-комнатная квартира, 118 м², 5/12 эт. помесячно","
                                                                        280 000 ₸
",/a/show/52150310,"
                            Медеуский р-н, Богенбай Батыра 79 — Калдаякова
                        ","
                    жил. комплекс Элит-2 на Калдаякова, монолитный дом, 2010 г.п., Сост. чистое (ламинат, левкас, санузел совмещен., гардеробная), полностью упакована (мебель импортн., все гарнитуры, 2 спальни), быт. техн. имп., + квартплата
                ",0,1

"2-комнатная квартира, 52 м², 9/9 эт. помесячно","
                                                                        150 000 ₸
",/a/show/52150428,"
                            Бостандыкский р-н, Жандосова 34А — Ауэзова
                        ","
                    монолитный дом, 1980 г.п., состояние: хорошее, санузел раздельный, телефон: отдельный, полностью меблирована, чистая, уютная, холодильник, стиральная машина-автомат, кабельное ТВ, + квартплата, на длительный срок, телевизор, вся бытовая техника, Показ в любое время! Отличный вариант, развит…
                ",0,1

"3-комнатная квартира, 145 м², 7/9 эт. помесячно","
                                                                        500 000 ₸
",/a/show/52150719,"
                            Медеуский р-н, Достык — Аль-фараби
                        ","
                    жил. комплекс Самал Делюкс, 2009 г.п., состояние: евроремонт, потолки 3м., санузел 2 с/у и более, полностью меблирована, Просторная квартира с качественным евроремонтом. Авторский дизайн. Деловой центр города. Панорамный вид из окон. В отличном состоянии
                ",0,1

"4-комнатная квартира, 150 м², 12/16 эт. помесячно","
                                                                        350 000 ₸
",/a/show/50120239,"
                            Бостандыкский р-н, Микрорайон Керемет 3к1
                        ","
                    жил. комплекс Керемет, монолитный дом, 2008 г.п., состояние: евроремонт, санузел 2 с/у и более, телефон: отдельный, интернет ADSL, полностью меблирована, чистая, уютная, холодильник, стиральная машина-автомат, кабельное ТВ, + квартплата, семейным, на длительный срок, телевизор, вся бытовая техника…
                ",0,1

"2-комнатная квартира, 52 м², 9/9 эт. помесячно","
                                                                        150 000 ₸
",/a/show/52150269,"
                            Бостандыкский р-н, Жандосова 32а — Ауэзова
                        ","
                    монолитный дом, 1980 г.п., состояние: хорошее, санузел раздельный, телефон: отдельный, интернет через TV кабель, полностью меблирована, чистая, уютная, холодильник, стиральная машина-автомат, кабельное ТВ, + квартплата, семейным, на длительный срок, телевизор, вся бытовая техника, Срочно сдает…
                ",0,1

"1-комнатная квартира, 40 м², 1/5 эт. помесячно","
                                                                        70 000 ₸
",/a/show/52150434,"
                            Ауэзовский р-н, мкр Аксай-2, Момышулы — Толе би
                        ","
                    панельный дом, 1978 г.п., состояние: хорошее, жил. площадь 18 кв.м., кухня 11 кв.м., санузел раздельный, полностью меблирована, чистая, телевизор, вся бытовая техника, уютная, холодильник, стиральная машина-автомат, + квартплата, Можно на субаренду Услуги риэлтора по факту
                ",0,1

"3-комнатная квартира, 90.3 м², 9/9 эт. помесячно","
                                                                        200 000 ₸
",/a/show/5498216,"
                            Мустафина 54/7
                        ","
                    жил. комплекс Хан-Тенгри, монолитный дом, 2010 г.п., состояние: евроремонт, жил. площадь 83.1 кв.м., потолки 3м., санузел 2 с/у и более, телефон: отдельный, интернет ADSL, полностью меблирована, чистая, уютная, + квартплата, на длительный срок, вся бытовая техника
                ",1,0

"1-комнатная квартира, 36 м², 3/5 эт. помесячно","
                                                                        120 000 ₸
",/a/show/50788748,"
                            Медеуский р-н, Валиханова 84 — Бөгенбай батыра
                        ","
                    кирпичный дом, 1977 г.п., состояние: хорошее, жил. площадь 18 кв.м., кухня 9 кв.м., санузел раздельный, телефон: отдельный, интернет проводной, полностью меблирована, чистая, уютная, холодильник, стиральная машина-автомат, + квартплата, Сдаётся одному человеку. Окна во двор
                ",1,0

"3-комнатная квартира, 70 м², 1/5 эт. помесячно","
                                                                        180 000 ₸
",/a/show/51595484,"
                            Бостандыкский р-н, Ауэзова 158 — Ботаническая
                        ","
                    панельный дом, 1980 г.п., состояние: евроремонт, жил. площадь 48 кв.м., кухня 6 кв.м., потолки 2.8м., санузел совмещенный, телефон: отдельный, интернет ADSL, полностью меблирована, чистая, уютная, холодильник, стиральная машина-автомат, кабельное ТВ, + квартплата, семейным, на длительный…
                ",1,0

"2-комнатная квартира, 47 м², 1/4 эт. помесячно","
                                                                        120 000 ₸
",/a/show/52105474,"
                            Ауэзовский р-н, мкр №3 29 — Абая Правда
                        ","
                    1970 г.п., состояние: хорошее, потолки 2.6м., санузел совмещенный, интернет через TV кабель, полностью меблирована, Срочно сдаётся 2 ком квартира
                ",1,0

"2-комнатная квартира, 45 м², 3/4 эт. помесячно","
                                                                        100 000 ₸
",/a/show/51097633,"
                            Ауэзовский р-н, мкр №11, Мкр 11 2
                        ","
                    панельный дом, 1970 г.п., состояние: хорошее, санузел совмещенный, телефон: отдельный, интернет ADSL, полностью меблирована, чистая, уютная, холодильник, + квартплата, семейным, на длительный срок, телевизор, Только семейной паре. стиралка микровалновка есть
                ",0,1

"2-комнатная квартира, 49 м², 5/9 эт. помесячно","
                                                                        105 000 ₸
",/a/show/52150097,"
                            Алмалинский р-н, Муканова 227
                        ","
                    кирпичный дом, 1986 г.п., состояние: евроремонт, телефон: отдельный, интернет ADSL, полностью меблирована, чистая, уютная, холодильник, стиральная машина-автомат, кабельное ТВ, телевизор, вся бытовая техника
                ",0,1

"2-комнатная квартира, 74 м², 7/14 эт. помесячно","
                                                                        130 000 ₸
",/a/show/52081801,"
                            Бостандыкский р-н, Торайгырова — Саина
                        ","
                    жил. комплекс КУАТ на Торайгырова - Саина, монолитный дом, 2006 г.п., состояние: хорошее, санузел совмещенный, телефон: отдельный, интернет оптика, полностью меблирована, чистая, уютная, холодильник, стиральная машина-автомат, кабельное ТВ, + квартплата, семейным, телевизор, вся бытовая техник…
                ",0,1

"4-комнатная квартира, 200 м², 12/15 эт. помесячно","
                                                                        350 000 ₸
",/a/show/50365188,"
                            Бостандыкский р-н, мкр Керемет — Наурызбай батыра
                        ","
                    жил. комплекс Керемет, монолитный дом, 2008 г.п., состояние: евроремонт, санузел 2 с/у и более, полностью меблирована, чистая, на длительный срок, вся бытовая техника, уютная, + квартплата, Иностранцам, дорогой ремонт, парковки входят, охрана, развитая инфраструктура собственная
                ",0,1

"2-комнатная квартира, 100 м², 11/20 эт. помесячно","
                                                                        250 000 ₸
",/a/show/52150171,"
                            Медеуский р-н, мкр Самал-2 168 — Жолдасбекова
                        ","
                    жил. комплекс Алматы Тауэрс, монолитный дом, 2008 г.п., состояние: хорошее, Ж/К Алматы Тауэрс, 11/21/ общ 96 кв. м. С ремонтом ламинат левкас, кухня встроенная, мебель быт тех, (комнаты изолипрованные, спальная, зал, кухня, сан узел, лоджия, ) + ком услуги + на длительно порядочным (паркинг)
                ",0,1

"1-комнатная квартира, 40 м², 8/9 эт. помесячно","
                                                                        70 000 ₸
",/a/show/27933249,"
                            Ауэзовский р-н, мкр Аксай-1, Толеби — Саина
                        ","
                    панельный дом, 1990 г.п., состояние: среднее, санузел совмещенный, полностью меблирована, чистая, уютная, холодильник, стиральная машина-автомат, + квартплата, семейным, на длительный срок
                ",0,1

"2-комнатная квартира, 61 м², 7/14 эт. помесячно","
                                                                        130 000 ₸
",/a/show/52150001,"
                            Бостандыкский р-н, Торайгырова 25
                        ","
                    жил. комплекс КУАТ на Торайгырова - Саина, монолитный дом, 2007 г.п., + ДЕПОЗИТ (50 000 тенге). Вид на горы. После косметич. ремонта (стеклопак., ламинат, сантехн. в отличн. сост., санузел в хорош. сост., балкон, кладовка). полностью упакована (все гарнитуры в отличн. сост. ), быт. техн. имп…
                ",0,1

"2-комнатная квартира, 50 м², 3/4 эт. помесячно","
                                                                        105 000 ₸
",/a/show/52150025,"
                            Бостандыкский р-н, Айманова 222
                        ","
                    панельный дом, 1987 г.п., состояние: евроремонт, телефон: отдельный, интернет ADSL, полностью меблирована, чистая, уютная, холодильник, стиральная машина-автомат, кабельное ТВ, телевизор, вся бытовая техника
                ",0,1

"1-комнатная квартира, 40 м², 4/5 эт. помесячно","
                                                                        130 000 ₸
",/a/show/52149992,"
                            Медеуский р-н, Фурманова — Курмангазы
                        ","
                    кирпичный дом, 1980 г.п., состояние: евроремонт, санузел совмещенный, телефон: отдельный, интернет оптика, полностью меблирована, кабельное ТВ, + квартплата, вся бытовая техника, Уютная квартирка в центре города! Развитая инфраструктура: школы, дет\сады, магазины, кафе-рестораны, транспорт! То…
                ",0,1

"3-комнатная квартира, 125 м², 12/16 эт. помесячно","
                                                                        175 000 ₸
",/a/show/52150039,"
                            Бостандыкский р-н, Габидена Мустафина 135 — Торайгырова
                        ","
                    жил. комплекс Толе би Тау, монолитный дом, 2012 г.п., состояние: хорошее, ЖК ТОлеби Тау монолит 12 этж общ 125 Ремонт (левкас ламинат пластик, с/у, кухня встроенная, мебель быт техника, (сдается В ПЕРВЫЕ) + кварплата, ПОРЯДОЧНЫМ НА ДЛИТЕЛЬНО
                ",0,1

"1-комнатная квартира, 32 м², 2/4 эт. помесячно","
                                                                        55 000 ₸
",/a/show/52149961,"
                            Райымбека — Муратбаева
                        ","
                    кирпичный дом, 1987 г.п., состояние: евроремонт, потолки 2.8м., санузел совмещенный, полностью меблирована, чистая, на длительный срок, телевизор, вся бытовая техника, уютная, холодильник, стиральная машина-автомат, Сдается большая комната 32кв. м. в прив общежитии, секционного типа. С/У, гор-хол…
                ",0,1
